,Product,Price,Image,Link,Reviews,Stars,Discount,Tikinow,Badge under price,Installment,gift
698,Bàn Phím Có Dây Logitech K120 Chân USB - Hàng Chính Hãng,199.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f9/0b/7b/27bd3140f8c283b4a8869f01d67762b3.jpg,https://tiki.vn/ban-phim-co-day-logitech-k120-chan-usb-hang-chinh-hang-p11914559.html?src=ss-organic,Not available,Not available,-38%,Yes,No,No,No
699,Chuột có dây LOGITECH M105 - Hàng Chính Hãng,119.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/71/2a/c4/a7edf603d4a416061528db63f1c2d9c6.png,https://tiki.vn/chuot-co-day-logitech-m105-hang-chinh-hang-p8159498.html?src=ss-organic,24,4.8,-40%,Yes,No,No,No
700,"Ổ Cứng Di Dộng HDD WD My Passport 2TB 2.5"" USB 3.2 WDBYVG0020B - Hàng Chính Hãng",2.590.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/30/00/fa/22ba527eb4313210942a29b5792c74ce.jpg,https://tiki.vn/o-cung-di-dong-hdd-wd-my-passport-2tb-2-5-usb-3-2-wdbyvg0020b-hang-chinh-hang-p49729049.html?src=ss-organic,13,4.9,-7%,Yes,No,No,No
701,Máy chiếu mini VANKYO Cinemango 100 - Hàng Chính Hãng,3.290.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/73/27/6a/81c0bf934957e13d6d4b356ba1fff197.jpg,https://tiki.vn/may-chieu-mini-vankyo-cinemango-100-hang-chinh-hang-p71909450.html?src=ss-organic,2,5.0,-42%,No,No,No,No
702,Bo mạch chủ mainboard ASUS TUF B450M-PLUS GAMING AMD B450 - Hàng Chính Hãng,1.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e7/59/79/7db19cebc704b033321bb01eaeeaef25.jpg,https://tiki.vn/bo-mach-chu-mainboard-asus-tuf-b450m-plus-gaming-amd-b450-hang-chinh-hang-p51946843.html?src=ss-organic,11,4.5,-31%,Yes,Yes,No,No
703,USB - ROBOT RF108 (8GB)/RF116 (16GB) - Hàng Chính Hãng,73.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/1d/9d/cb/26775665a73391e75a7fb7102ff1d85f.png,https://tiki.vn/usb-dau-usb-robot-rf108-8gb-rf116-16gb-hang-chinh-hang-p58671786.html?src=ss-organic,17,4.4,-26%,Yes,Yes,No,No
704,"Bàn phím không dây bluetooth cho iphone, ipad, samsung, smartphone (trắng)",169.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/68/07/01/fcdac29831ba53996fbf5c0669141dd9.jpg,https://tiki.vn/ban-phim-khong-day-bluetooth-cho-iphone-ipad-samsung-smartphone-trang-p4775283.html?src=ss-organic,16,4.1,-32%,Yes,No,No,No
705,Máy chiếu android mini T2800A  - Hàng Chính Hãng,3.990.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/may-chieu-android-mini-t2800a-hang-chinh-hang-p20271580.html?src=ss-organic,16,4.7,-4%,Yes,Yes,No,No
706,"Sạc Dành Cho Laptop Dell 19.5V - 3.34A, 65W, Đầu Kim Nhỏ (4.5 x 3.0 mm) - Hàng Nhập Khẩu",220.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/b3/0a/81/f998b1b6663ef9270d4538f5f29c0558.jpg,https://tiki.vn/sac-danh-cho-laptop-dell-19-5v-3-34a-65w-dau-kim-nho-4-5-x-3-0-mm-hang-nhap-khau-p6506587.html?src=ss-organic,19,4.2,No,Yes,No,No,No
707,Máy In Phun Màut Đa Năng HP Ink Tank 315 (In Copy Scan Đen-Z4B04A) - Hàng Chính Hãng,2.790.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/may-in-phun-maut-da-nang-hp-ink-tank-315-in-copy-scan-den-z4b04a-hang-chinh-hang-p14047026.html?src=ss-organic,15,4.4,-34%,Yes,No,No,No
708,"Laptop Asus ROG Zephyrus G14 GA401II-HE152T (AMD R7-4800HS/ 16GB DDR4 3200MHz/ 512GB SSD PCIE G3X4/ GTX 1650Ti 4GB GDDR6/ 14 FHD IPS, 120Hz/ Win10) - Hàng Chính Hãng",30.499.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/d7/07/da/a863d2c76b255fc68bcb60a938fb157f.jpg,https://tiki.vn/laptop-asus-rog-zephyrus-g14-ga401ii-he152t-amd-r7-4800hs-16gb-ddr4-3200mhz-512gb-ssd-pcie-g3x4-gtx-1650ti-4gb-gddr6-14-fhd-ips-120hz-win10-hang-chinh-hang-p57652438.html?src=ss-organic,3,4.3,-8%,Yes,Yes,Yes,No
709,RAM Laptop Hynix 8GB DDR4 2133MHz SODIMM - Hàng Nhập Khẩu,770.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/75/3c/23/969927b2e2e77eae3205a85ee2185453.jpg,https://tiki.vn/ram-laptop-hynix-8gb-ddr4-2133mhz-sodimm-hang-nhap-khau-p10001334.html?src=ss-organic,21,4.9,-33%,Yes,Yes,No,No
710,Router Wifi Băng Tầng Kép Totolink A810R - Hàng Chính Hãng,430.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e4/c8/03/e1a99a77f41f128b7ac748f28921c456.png,https://tiki.vn/router-wifi-bang-tang-kep-totolink-a810r-hang-chinh-hang-p12108701.html?src=ss-organic,6,4.8,-34%,No,No,No,No
711,Màn Hình Cong Gaming Samsung LC49HG90DMEXXV 49inch 4K 1ms 144Hz FreeSync VA - Hàng Chính Hãng,27.000.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/36/a8/4f/ced5dddfa9ac3acc767df6d7478a3f5c.jpg,https://tiki.vn/man-hinh-cong-gaming-samsung-lc49hg90dmexxv-49inch-4k-1ms-144hz-freesync-va-hang-chinh-hang-p958584.html?src=ss-organic,1,1.0,-45%,Yes,Yes,Yes,No
712,Ổ Cứng Di Động Transcend StoreJet H3B 2TB USB 3.0/3.1 - TS2TSJ25H3B - Hàng Chính Hãng,2.225.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/cc/ae/50/35a76b8367ef678ed7fda867196fc599.jpg,https://tiki.vn/o-cung-di-dong-transcend-storejet-h3b-2tb-usb-3-0-3-1-ts2tsj25h3b-hang-chinh-hang-p452121.html?src=ss-organic,1,5.0,-22%,No,No,No,No
713,Laptop LG Gram 2020 15Z90N-V.AR55A5 (Core i5-1035G7/ 8GB/ 512GB NVMe/ 15 FHD IPS/ Win10 Home Standard/ Silver) - Hàng Chính Hãng,30.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/9d/d4/69/7b7ae1952a7c8323186219c06d3381bf.jpg,https://tiki.vn/laptop-lg-gram-2020-15z90n-v-ar55a5-core-i5-1035g7-8gb-512gb-nvme-15-fhd-ips-win10-home-standard-silver-hang-chinh-hang-p51428058.html?src=ss-organic,2,5.0,-16%,Yes,No,Yes,No
714,Màn Hình HKC M24B6X 23.6 inch FHD Frameless Led Chính hãng,2.590.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/28/1c/26/254f403b07b913693dbe3f095224b75b.png,https://tiki.vn/man-hinh-hkc-m24b6x-23-6-inch-fhd-frameless-led-chinh-hang-p50658476.html?src=ss-organic,Not available,Not available,-7%,Yes,Yes,No,No
715,Màn Hình Gaming Cong LG 34GL750-B 34 inch 21:9 Ultragear WFHD (2560 X 1080) 1ms 144Hz IPS G-Sync - Hàng Chính Hãng,12.490.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/97/e0/e8/3dd09e6aa0c590e7247c7be2469a381c.jpg,https://tiki.vn/man-hinh-gaming-cong-lg-34gl750-b-34-inch-21-9-ultragear-wfhd-2560-x-1080-1ms-144hz-ips-g-sync-hang-chinh-hang-p48877406.html?src=ss-organic,9,4.6,-17%,Yes,No,Yes,No
716,Chuột Không Dây Logitech M171 - Hàng Chính Hãng,219.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/4e/3d/df/55f55d5f8602d33f732bbbac04e7f352.png,https://tiki.vn/chuot-khong-day-logitech-m171-hang-chinh-hang-p8159079.html?src=ss-organic,7,4.6,-27%,No,No,No,No
717,Case máy tính MIK Nexus M - Hàng Chính Hãng,590.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/ff/92/b0/4f6b1fe581771f8add87a722e2681baf.jpg,https://tiki.vn/case-may-tinh-mik-nexus-m-hang-chinh-hang-p73844240.html?src=ss-organic,5,5.0,-14%,Yes,No,No,No
718,Ổ Cứng SSD Sata III 2.5 Inch 120GB Apacer AS340 - Hàng Chính Hãng,590.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/c5/c0/70/1e3d740ec0b956e819136ea5aabf5f56.jpg,https://tiki.vn/o-cung-ssd-sata-iii-2-5-inch-120gb-apacer-as340-hang-chinh-hang-p1366463.html?src=ss-organic,Not available,Not available,-25%,Yes,Yes,No,No
719,Kaspersky Small Office Security (1server + 5PC) - KSOS 5 - Hàng chính hãng,2.570.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/bc/59/5c/1f03be6fea2a06422ba62cffaf9259e4.jpg,https://tiki.vn/kaspersky-small-office-security-1server-5pc-ksos-5-hang-chinh-hang-p561990.html?src=ss-organic,13,4.7,-5%,Yes,No,No,No
720,Ổ cứng SSD Samsung 980 PRO NVMe M.2 SSD 250GB MZ-V8P250BW - Hàng Chính Hãng,2.049.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f1/8e/f2/95f883f97b82ceb8097d436d33816707.jpg,https://tiki.vn/o-cung-ssd-samsung-980-pro-nvme-m-2-ssd-250gb-mz-v8p250bw-hang-chinh-hang-p72945070.html?src=ss-organic,4,5.0,-31%,Yes,Yes,No,No
721,VGA GIGABYTE GTX 1050 Ti Windforce OC 4G -Hàng chính hãng,5.500.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/61/40/63/a18a3ada7fc596a230cb4fdd74a7c314.jpg,https://tiki.vn/vga-gigabyte-gtx-1050-ti-windforce-oc-4g-hang-chinh-hang-p3792857.html?src=ss-organic,1,1.0,No,Yes,Yes,No,No
722,CPU Intel Core i3 10100F / 6MB / 3.6GHZ / 4 nhân 8 luồng - Hàng Chính Hãng,2.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/91/de/4d/ae6b7917f0a14274d1d97c5c8b15920c.jpg,https://tiki.vn/cpu-intel-core-i3-10100f-6mb-4-3ghz-4-nhan-8-luong-chinh-hang-36t-p72036884.html?src=ss-organic,3,5.0,-8%,No,No,No,No
723,Màn hình máy tính Cooler Master GM34-CW 34inch UWQHD 144Hz Gaming - Hàng Chính Hãng ,11.580.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/56/25/da/206da359f56c80094d8aac0cd52d1c77.jpg,https://tiki.vn/man-hinh-may-tinh-cooler-master-gm34-cw-34inch-uwqhd-144hz-gaming-hang-chinh-hang-p68744103.html?src=ss-organic,1,5.0,-14%,Yes,No,No,No
724,"Case PC Building Gaming chơi Game, Live Streamer, thiết kế đồ họa, làm văn phòng, Youtube chuyên nghiệp 4TechGM02 2019, cây máy tính PC cấu hình cao chiến Games online offline hay trên thế giới(Chiến thuật, trí tuệ, nhập vai) 24h không giật, lag. - Hàng C",6.199.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/ba/7f/28/0d7baccd291f877f4c3699db5452d8b7.jpg,https://tiki.vn/may-tinh-choi-game-4techgm02-2019-core-i5-3470-ram-8gb-hdd-500gb-vga-gtx750ti-hang-chinh-hang-p47215128.html?src=ss-organic,3,2.7,-52%,Yes,Yes,No,No
725,"Sạc Dành Cho Laptop Lenovo 20V - 3.25A, 65W, Đầu USB - Hàng Nhập Khẩu",220.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a0/db/17/6ecb4c1bcaf4792d7f8524c83b559124.jpg,https://tiki.vn/sac-danh-cho-laptop-lenovo-20v-3-25a-65w-dau-usb-hang-nhap-khau-p6506599.html?src=ss-organic,13,4.0,-12%,Yes,No,No,No
726,Ổ Cứng Di Động WD My Book 4TB 3.5 USB 3.0 - Hàng Nhập Khẩu,3.150.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/3f/8f/35/b9f5e6c0fafd4b95cc11bd9aa8f45109.jpg,https://tiki.vn/o-cung-di-dong-wd-my-book-4tb-3-5-usb-3-0-hang-nhap-khau-p32198166.html?src=ss-organic,8,4.3,-27%,Yes,Yes,Yes,No
727,Laptop Dell Vostro 3401 70227392 (Core i3-1005G1/ 4GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng,11.909.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/03/66/7b/0d1e15712d0934f86bd4f34b64f1d13f.jpg,https://tiki.vn/laptop-dell-vostro-3401-70227392-core-i3-1005g1-4gb-ddr4-2666mhz-256gb-ssd-m-2-pcie-14-fhd-win10-hang-chinh-hang-p73831096.html?src=ss-organic,4,5.0,-8%,Yes,No,Yes,No
728,RAM Laptop Hynix 8GB DDR4 2666MHz SODIMM - Hàng Nhập Khẩu,820.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/44/18/f9/5a8d068264748378b47c272f9c5612f5.jpg,https://tiki.vn/ram-laptop-hynix-8gb-ddr4-2666mhz-sodimm-hang-nhap-khau-p10001377.html?src=ss-organic,32,4.7,-33%,Yes,Yes,No,No
729,Mực In Cho Máy HL-B series Brother TN-B022 Toner - Hàng Chính Hãng,410.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/ec/22/b8/9d8b502b775ec92a5163cfc4baab9b40.jpg,https://tiki.vn/muc-in-cho-may-hl-b-series-brother-tn-b022-toner-hang-chinh-hang-p12071716.html?src=ss-organic,6,5.0,-18%,Yes,Yes,No,No
730,Chuột Không Dây Bluetooth Microsoft 3600 - Hàng Chính Hãng,628.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/i/microsoft-3600_do--1-.u2470.d20161125.t154003.504471.jpg,https://tiki.vn/chuot-khong-day-bluetooth-microsoft-3600-hang-chinh-hang-p294065.html?src=ss-organic,79,3.9,-16%,Yes,Yes,No,No
731,Chuột Cảm Ứng Microsoft Surface Arc Mouse Uốn Dẻo (Đen),1.750.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/0e/37/f7/188ea539655d94c796cf6cfe08738db9.jpg,https://tiki.vn/chuot-cam-ung-microsoft-surface-arc-mouse-uon-deo-den-p8197740.html?src=ss-organic,9,4.9,-22%,Yes,Yes,No,No
732,Màn Hình Dell E2016HV 20inch HD 5ms 60Hz TN - Hàng Chính Hãng,2.080.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6e/c6/db/1a737932be0b45b12e19b5038cc6ad50.jpg,https://tiki.vn/man-hinh-dell-e2016hv-20inch-hd-5ms-60hz-tn-hang-chinh-hang-p533264.html?src=ss-organic,6,4.7,-5%,Yes,No,No,No
733,Khăn Lau Keo Tản Nhiệt Noctua NA-SCW1 - Hàng Chính Hãng,17.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/45/ba/f1/5818328d85322696849fd4447ac5343a.png,https://tiki.vn/khan-lau-keo-tan-nhiet-noctua-na-scw1-hang-chinh-hang-p22194381.html?src=ss-organic,11,4.8,-32%,Yes,No,No,No
734,Laptop Asus VivoBook S15 S533EQ-BQ011T (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X2/ MX350 2GB GDDR5/ 15.6 FHD/ Win10) - Hàng Chính Hãng,20.149.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/48/c4/10/c974bf52f6bb20a642f4d3db9a4bb336.jpg,https://tiki.vn/laptop-asus-vivobook-s15-s533eq-bq011t-core-i5-1135g7-8gb-ddr4-3200mhz-512gb-ssd-m-2-pcie-g3x2-mx350-2gb-gddr5-15-6-fhd-win10-hang-chinh-hang-p73835648.html?src=ss-organic,3,5.0,-6%,Yes,No,Yes,No
735,Bộ Vi Xử Lý CPU AMD Ryzen Processors 5 3600X - Hàng Chính Hãng,6.500.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/77/f7/58/03f758560ab0bcf67bc7ff5b935f3263.jpg,https://tiki.vn/bo-vi-xu-ly-cpu-amd-ryzen-processors-5-3600x-hang-chinh-hang-p26053910.html?src=ss-organic,Not available,Not available,-19%,Yes,No,Yes,No
736,Keo tản nhiệt CPU hình ống chích (1 ống ),17.500 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/92/a4/df/11bdced2602fafee66029b0dac738b4f.jpg,https://tiki.vn/keo-tan-nhiet-cpu-hinh-ong-chich-1-ong-p32308294.html?src=ss-organic,23,4.7,-67%,Yes,No,No,No
737,Màn Hình Gaming LG UltraGear 27GL850-B 27 inch WQHD (2560 x 1440) 1ms 144Hz Nano IPS NVIDIA G-Sync FreeSync HDR 10 - Hàng Chính Hãng,11.490.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/10/af/66/eb831e380d7d14d41e361a0d41943e96.jpg,https://tiki.vn/man-hinh-gaming-lg-ultragear-27gl850-b-27-inch-wqhd-2560-x-1440-1ms-144hz-nano-ips-nvidia-g-sync-freesync-hdr-10-hang-chinh-hang-p48879496.html?src=ss-organic,10,3.8,-28%,Yes,No,Yes,No
738,FAN CASE DESKTOP  ID-COOLING ZF-12025 - Hàng Chính Hãng,199.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/85/09/f1/dff2f4868e6a9ea155fc320e487e444c.jpg,https://tiki.vn/fan-case-desktop-id-cooling-zf-12025-hang-chinh-hang-p66955489.html?src=ss-organic,15,4.5,-17%,Yes,Yes,No,No
739,"Mực In Canon GI-790 Cyan Cho Máy In G1000, G2000, G3000 - Hàng Chính Hãng",199.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/_/2.u5395.d20170725.t144629.922999.jpg,https://tiki.vn/muc-in-canon-gi-790-cyan-cho-may-in-g1000-g2000-g3000-hang-chinh-hang-p746648.html?src=ss-organic,28,4.8,-17%,Yes,Yes,No,No
740,Khay Đựng Ổ Cứng Docking ORICO USB3.0/3.5/2.5 - 6218US3 - Hàng Chính Hãng,336.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/2/6218us3--1-.u2470.d20170307.t101628.663527.jpg,https://tiki.vn/khay-dung-o-cung-docking-orico-usb3-0-3-5-2-5-6218us3-hang-chinh-hang-p575516.html?src=ss-organic,10,4.5,-31%,Yes,No,No,No
741,USB mạng Wi-Fi băng tần kép - Archer T2U Nano - TP-Link T2U Nano - Bộ chuyển đổi USB Wi-Fi Nano AC600 - Hàng Chính Hãng,247.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/ec/89/16/c12be1f99d6de145f3dabe56b4bbf6d8.jpg,https://tiki.vn/usb-mang-wi-fi-bang-tan-kep-archer-t2u-nano-tp-link-t2u-nano-bo-chuyen-doi-usb-wi-fi-nano-ac600-hang-chinh-hang-p46178917.html?src=ss-organic,18,4.4,-29%,Yes,No,No,No
742,"Giấy In Màu Kỹ Thuật Số MEDIA 1 Mặt Bóng (Glossy) Khổ A6 (105 x 148mm) Định Lượng 210gsm 100 Tờ, In Ảnh Màu In Tài Liệu Màu - Hàng Chính Hãng",36.500 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/87/29/60/27fdd7cd6f44e27dd90a222120a29eec.jpg,https://tiki.vn/giay-in-mau-ky-thuat-so-media-1-mat-bong-glossy-kho-a6-105-x-148mm-dinh-luong-210gsm-100-to-in-anh-mau-in-tai-lieu-mau-hang-chinh-hang-p76217352.html?src=ss-organic,8,4.8,-27%,Yes,Yes,No,No
743,Đầu Nối Dây Mạng RJ45 ( 5 Cái ),23.500 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/c1/c4/1d/5cf52041d47f138484a79bb321a36978.jpg,https://tiki.vn/dau-noi-day-mang-rj45-5-cai-p20393324.html?src=ss-organic,7,4.7,-22%,Yes,No,No,No
744,Ram PC Kingston HyperX Fury Black 8GB (1x8GB) Bus 3000MHz DDR4 CL15 Non-ECC HX430C15FB3/8 - Hàng Chính Hãng,1.170.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/9c/bb/47/7f7623720d7ae4f66dc3567277e46e21.jpg,https://tiki.vn/ram-pc-kingston-hyperx-fury-black-8gb-1x8gb-bus-3000mhz-ddr4-cl15-non-ecc-hx430c15fb3-8-hang-chinh-hang-p75592881.html?src=ss-organic,4,4.8,-16%,Yes,Yes,No,No
745,Huawei E8372 | USB 4G phát wifi Huawei E8372 tốc độ cao - Hàng nhập khẩu,999.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/huawei-e8372-usb-4g-phat-wifi-huawei-e8372-toc-do-cao-hang-nhap-khau-p21339631.html?src=ss-organic,13,4.8,-33%,Yes,Yes,No,No
746,RAM Laptop Samsung 16GB DDR4 2400MHz SODIMM - Hàng Nhập Khẩu,1.750.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/bb/d3/97/7b2fcebd2421e5b569e02382e0bb0521.jpg,https://tiki.vn/ram-laptop-samsung-16gb-ddr4-2400mhz-sodimm-hang-nhap-khau-p10001353.html?src=ss-organic,27,4.7,-33%,Yes,Yes,No,No
747,Ram PC Kingston HyperX Fury Black 16GB (1x16GB) Bus 3200MHz DDR4 CL16 Non-ECC HX432C16FB4/16 - Hàng Chính Hãng,2.050.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/9c/bb/47/fa117a983e1adfa659d2c43131a8e407.jpg,https://tiki.vn/ram-pc-kingston-hyperx-fury-black-16gb-1x16gb-bus-3200mhz-ddr4-cl17-non-ecc-hx432c16fb4-16-hang-chinh-hang-p75580631.html?src=ss-organic,5,4.8,-18%,Yes,Yes,No,No
748,"Khay Ổ Cứng Orico L95SS 2.5"" Sata HDD/SSD (Caddy Tray Adapter/9.5mm) - Hàng Chính Hãng",169.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/23/c1/d3/767012de79081b3190e2e19475ec3868.jpg,https://tiki.vn/khay-o-cung-laptop-caddy-bay-orico-l95ss-9-5mm-hang-chinh-hang-p575591.html?src=ss-organic,113,4.5,-31%,Yes,No,No,No
749,"Bộ lưu điện: APC Back-UPS 1100VA, 230V, AVR, Universal and IEC Sockets - BX1100LI-MS - Hàng Chính Hãng",2.310.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f7/5e/bd/95ad1799ddce58cb2f3315c47949d032.jpg,https://tiki.vn/bo-luu-dien-apc-back-ups-1100va-230v-avr-universal-and-iec-sockets-bx1100li-ms-hang-chinh-hang-p9862464.html?src=ss-organic,1,5.0,-28%,No,No,No,No
750,Máy In Hóa Đơn Xprinter XP-58IIH - Hàng Chính Hãng,550.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e8/51/f2/e0230c88ca28266dbd7a6bbb209971fe.jpg,https://tiki.vn/may-in-hoa-don-xprinter-xp-58iih-hang-chinh-hang-p2086067.html?src=ss-organic,5,4.8,-24%,Yes,No,No,No
751,Máy chiếu Vankyo Performance V630 Full HD 1080p - Hàng Chính Hãng,6.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/d5/ac/de/779fb242518c79bf6c20a3a819ba1f92.jpg,https://tiki.vn/may-chieu-vankyo-performance-v630-full-hd-1080p-hang-chinh-hang-p71081805.html?src=ss-organic,2,4.5,-36%,Yes,Yes,No,No
752,Ổ Cứng Di Động WD Elements Desktop 3.5 To USB 3.0 - Hàng Nhập Khẩu,5.850.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/61/d2/65/97a554f7e513393937be394eec737eee.jpg,https://tiki.vn/o-cung-di-dong-wd-elements-desktop-3-5-to-usb-3-0-hang-nhap-khau-p76114107.html?src=ss-organic,3,4.7,-35%,Yes,Yes,Yes,No
753,Cáp Mạng Lan Bấm Sẵn 2 Đầu Dài 15m,25.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/cap-mang-lan-bam-san-2-dau-da-i-15m-p17474656.html?src=ss-organic,36,4.5,-50%,Yes,No,No,No
754,Ổ Cứng Di Động SSD WD Western Digital My Passport USB 3.2 Gen 2 - Hàng Chính Hãng,3.225.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/81/bf/2f/a0f8d3634176312495a9b1c764103457.png,https://tiki.vn/o-cung-di-dong-ssd-wd-western-digital-my-passport-usb-3-2-gen-2-hang-chinh-hang-p72562884.html?src=ss-organic,Not available,Not available,No,Yes,Yes,Yes,No
755,Ổ cứng SSD Di Động WD My Passport Go 500GB USB 3.0 - Hàng Chính Hãng,2.490.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/d2/9f/b0/239a9e886fd232df681d0b63f1fd3e41.png,https://tiki.vn/o-cung-ssd-di-dong-wd-my-passport-go-500gb-usb-3-0-hang-chinh-hang-p35534596.html?src=ss-organic,4,5.0,-11%,Yes,Yes,No,No
756,RAM Laptop DDR4 Hynix 8GB Bus 3200 - Hàng Nhập Khẩu,860.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/25/dd/f3/dad99567ebd98c209907b96396b859aa.jpg,https://tiki.vn/ram-laptop-ddr4-hynix-8gb-bus-3200-hang-nhap-khau-p58116278.html?src=ss-organic,6,4.8,-25%,Yes,No,No,No
757,"Bộ lưu điện: APC Back-UPS 650VA, 230V, AVR, Universal Sockets-BX650LI-MS - Hàng Chính Hãng",980.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6a/09/7c/8ebbbcdd433e689f37c0cc26cb3e7fbe.jpg,https://tiki.vn/bo-luu-dien-apc-back-ups-650va-230v-avr-universal-sockets-bx650li-ms-hang-chinh-hang-p9353663.html?src=ss-organic,1,5.0,-28%,No,No,No,No
758, Keo Tản Nhiệt ARCTIC MX4 - 4g (2019) - Hàng Chính Hãng,149.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/keo-tan-nhiet-arctic-mx4-4g-2019-hang-chinh-hang-p15475469.html?src=ss-organic,21,4.9,-38%,Yes,Yes,No,No
759,TP-Link  TL-WN881ND – Bộ Chuyển Đổi PCI Express Chuẩn N Tốc Độ 300Mbps - Hàng Chính Hãng,237.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/l/tl-wn881nd-01_1_.jpg,https://tiki.vn/tp-link-tl-wn881nd-bo-chuyen-doi-pci-express-chuan-n-toc-do-300mbps-hang-chinh-hang-p459843.html?src=ss-organic,46,4.2,-18%,Yes,No,No,No
760,Màn Hình LG 24MP88HV-S 24inch FullHD 5ms 60Hz IPS Speaker - Hàng Chính Hãng,4.490.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/da/3c/b5/b9c006f322afc1ffdf7049b0a09bbc57.jpg,https://tiki.vn/man-hinh-lg-24mp88hv-s-24inch-fullhd-5ms-60hz-ips-speaker-hang-chinh-hang-p704169.html?src=ss-organic,9,4.9,-0%,Yes,Yes,Yes,No
761,HDD Box ORICO USB3.0/3.5/2.5 - 6228US3-C - Hàng Chính Hãng,570.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/2/6228us3-c--1-.u2470.d20170307.t102033.275085.jpg,https://tiki.vn/hdd-box-orico-usb3-0-3-5-2-5-6228us3-c-hang-chinh-hang-p575519.html?src=ss-organic,56,4.5,-39%,Yes,No,No,No
